Country,year,Adult_Literacy_Rate,Youth_Literacy_Rate_Male,Youth_Literacy_Rate_Female,Literacy_Gender_Gap,Education_Index,Youth_Literacy_Avg,Literacy_Growth_Rate
Egypt,2005,67.0,90.0,79.0,11.0,78.66666666666667,84.5,8.943089430894302
Egypt,2006,66.0,88.0,82.0,6.0,78.66666666666667,85.0,-1.4925373134328401
Egypt,2010,72.0,91.0,84.0,7.0,82.33333333333333,87.5,9.090909090909083
Egypt,2012,74.0,92.0,86.0,6.0,84.0,89.0,2.777777777777768
Egypt,2013,72.0,94.0,90.0,4.0,85.33333333333333,92.0,-2.7027027027026973
Egypt,2014,71.5,94.4,94.08,0.3200000000000074,86.66000000000001,94.24000000000001,-0.694444444444442
Egypt,2017,71.0,89.0,87.0,2.0,82.33333333333333,88.0,-0.6993006993006978
Egypt,2022,71.0,95.51,94.82,0.6900000000000119,87.11,95.16499999999999,0.0
El Salvador,1992,74.0,85.0,85.0,0.0,81.33333333333333,85.0,0.0
El Salvador,2000,75.42857142857143,92.2,92.6,-0.3999999999999915,86.74285714285713,92.4,1.9305019305019266
El Salvador,2001,76.85714285714286,93.5,93.6,-0.09999999999999432,87.98571428571428,93.55,1.8939393939394034
El Salvador,2002,78.28571428571429,92.9,93.6,-0.6999999999999886,88.26190476190477,93.25,1.8587360594795488
El Salvador,2003,79.71428571428571,93.3,93.4,-0.10000000000000853,88.8047619047619,93.35,1.8248175182481674
El Salvador,2004,81.14285714285714,93.7,94.0,-0.29999999999999716,89.61428571428571,93.85,1.7921146953405076
El Salvador,2005,82.57142857142857,94.9,94.9,0.0,90.79047619047621,94.9,1.760563380281699
El Salvador,2006,84.0,94.4,95.5,-1.0999999999999943,91.3,94.95,1.730103806228378
El Salvador,2007,82.0,95.2,95.8,-0.5999999999999943,91.0,95.5,-2.3809523809523836
El Salvador,2008,84.0,95.0,96.0,-1.0,91.66666666666667,95.5,2.4390243902439046
El Salvador,2009,84.0,95.1,96.1,-1.0,91.73333333333333,95.6,0.0
El Salvador,2010,84.0,95.7,96.4,-0.7000000000000028,92.03333333333335,96.05000000000001,0.0
El Salvador,2011,85.0,96.0,97.0,-1.0,92.66666666666667,96.5,1.1904761904761862
El Salvador,2012,86.0,96.7,97.6,-0.8999999999999915,93.43333333333332,97.15,1.17647058823529
El Salvador,2013,87.0,96.9,97.5,-0.5999999999999943,93.8,97.2,1.1627906976744207
El Salvador,2014,87.5,97.3,98.2,-0.9000000000000057,94.33333333333333,97.75,0.5747126436781658
El Salvador,2015,88.0,97.5,98.4,-0.9000000000000057,94.63333333333333,97.95,0.5714285714285783
El Salvador,2016,88.0,97.7,98.3,-0.5999999999999943,94.66666666666667,98.0,0.0
El Salvador,2017,88.0,97.8,98.1,-0.29999999999999716,94.63333333333333,97.94999999999999,0.0
El Salvador,2018,89.0,97.7,98.2,-0.5,94.96666666666665,97.95,1.1363636363636465
El Salvador,2019,89.0,98.0,98.7,-0.7000000000000028,95.23333333333333,98.35,0.0
El Salvador,2020,90.0,98.3,98.7,-0.4000000000000057,95.66666666666667,98.5,1.1235955056179803
El Salvador,2021,90.0,97.8,98.3,-0.5,95.36666666666667,98.05,0.0
El Salvador,2022,90.0,98.0,98.6,-0.5999999999999943,95.53333333333335,98.3,0.0
El Salvador,2023,90.0,97.6,98.5,-0.9000000000000057,95.36666666666667,98.05,0.0
Equatorial Guinea,2000,88.0,98.0,97.0,1.0,94.33333333333333,97.5,0.0
Eritrea,2002,53.0,86.0,69.0,17.0,69.33333333333333,77.5,0.0
Eritrea,2008,65.0,91.0,83.0,8.0,79.66666666666667,87.0,22.64150943396226
Estonia,1989,100.0,100.0,100.0,0.0,100.0,100.0,0.0
Estonia,2000,100.0,100.0,100.0,0.0,100.0,100.0,0.0
Estonia,2011,100.0,100.0,100.0,0.0,100.0,100.0,0.0
Eswatini,1976,55.0,76.0,75.0,1.0,68.66666666666667,75.5,0.0
Eswatini,1986,67.0,83.0,84.0,-1.0,78.0,83.5,21.818181818181827
Eswatini,2000,82.0,91.0,93.0,-2.0,88.66666666666667,92.0,22.388059701492537
Eswatini,2006,84.186755,88.81,93.58,-4.769999999999996,88.85891833333334,91.195,2.666774390243898
Eswatini,2010,86.37351000000001,94.4,96.32,-1.9199999999999875,92.36450333333335,95.36,2.597504797518324
Eswatini,2014,88.560265,94.4,100.0,-5.599999999999994,94.32008833333333,97.2,2.531742660452241
Eswatini,2022,90.74702,98.55315,98.77755,-0.22440000000000282,96.02590666666667,98.66535,2.4692281577974207
Ethiopia,1994,27.0,39.0,28.0,11.0,31.333333333333332,33.5,0.0
Ethiopia,2000,31.5,49.47,27.02,22.45,35.99666666666666,38.245,16.666666666666675
Ethiopia,2004,36.0,62.0,39.0,23.0,45.666666666666664,50.5,14.28571428571428
Ethiopia,2005,37.5,60.07,34.06,26.009999999999998,43.876666666666665,47.065,4.166666666666674
Ethiopia,2007,39.0,63.0,47.0,16.0,49.666666666666664,55.0,4.0000000000000036
Ethiopia,2011,43.245795,65.08,43.65,21.43,50.65859833333334,54.364999999999995,10.886653846153859
Ethiopia,2016,47.49159,79.13417,64.5676,14.566569999999999,63.73112,71.850885,9.817821593983878
Ethiopia,2019,47.49159,94.4,70.29423,24.105770000000007,70.72860666666666,82.347115,0.0
Europe And Central Asia (Wb),1990,77.66798988494247,99.29788,98.59226,0.7056200000000104,91.8527099616475,98.94507,0.0
Europe And Central Asia (Wb),1991,77.66798988494247,99.30632,98.63546,0.6708600000000047,91.86992329498082,98.97089,0.0
Europe And Central Asia (Wb),1992,77.66798988494247,99.14109,98.60188,0.5392100000000113,91.80365329498083,98.871485,0.0
Europe And Central Asia (Wb),1993,77.66798988494247,99.14551,98.64055,0.504959999999997,91.81801662831417,98.89303000000001,0.0
Europe And Central Asia (Wb),1994,95.93806,99.15435,98.69671,0.4576399999999978,97.92970666666666,98.92553,23.523294657326453
Europe And Central Asia (Wb),1995,96.06758,99.15745,98.73289,0.4245599999999996,97.98597333333333,98.94516999999999,0.13500377222555038
Europe And Central Asia (Wb),1996,96.22135,99.16376,98.77194,0.3918199999999956,98.05235,98.96785,0.16006440466178606
Europe And Central Asia (Wb),1997,96.3414,99.16921,98.8102,0.35901000000001204,98.10693666666667,98.989705,0.12476441039332986
Europe And Central Asia (Wb),1998,96.48624,99.14203,98.83175,0.3102800000000059,98.15334,98.98689,0.15034035212275754
Europe And Central Asia (Wb),1999,96.59245,99.12084,98.84616,0.2746800000000036,98.18648333333333,98.98349999999999,0.11007787224375232
Europe And Central Asia (Wb),2000,96.65252,99.27405,98.82764,0.4464100000000002,98.25140333333333,99.05084500000001,0.06218912554758482
Europe And Central Asia (Wb),2001,96.7528,99.28998,98.86257,0.42740999999999474,98.30178333333333,99.07627500000001,0.10375311476618077
Europe And Central Asia (Wb),2002,96.91116,99.34685,98.91292,0.4339300000000037,98.39031,99.129885,0.16367484972010793
Europe And Central Asia (Wb),2003,97.00517,99.34642,98.93462,0.4117999999999995,98.42873666666667,99.14052,0.09700637160880987
Europe And Central Asia (Wb),2004,97.09123,99.32986,98.9432,0.386659999999992,98.45476333333333,99.13653,0.08871692096410477
Europe And Central Asia (Wb),2005,97.21017,99.37011,99.01076,0.35934999999999206,98.53034666666667,99.19043500000001,0.12250334041499222
Europe And Central Asia (Wb),2006,97.27016,99.38467,99.02952,0.35514999999999475,98.56145,99.20709500000001,0.06171165012878177
Europe And Central Asia (Wb),2007,97.35178,99.40214,99.0562,0.3459399999999988,98.60337333333332,99.22917000000001,0.08391062582810971
Europe And Central Asia (Wb),2008,97.47324,99.41971,99.08809,0.3316200000000009,98.66034666666667,99.25389999999999,0.12476402588632585
Europe And Central Asia (Wb),2009,97.73077,99.5298,99.31396,0.21584000000000003,98.85817666666667,99.42187999999999,0.26420584767676836
Europe And Central Asia (Wb),2010,97.89465,99.559,99.38538,0.17361999999999966,98.94634333333333,99.47219,0.16768516200167394
Europe And Central Asia (Wb),2011,98.03516,99.59864,99.46198,0.13666000000000622,99.03192666666666,99.53031,0.14353184775675043
Europe And Central Asia (Wb),2012,98.13266,99.62316,99.51233,0.11082999999999288,99.08938333333333,99.567745,0.0994541142177896
Europe And Central Asia (Wb),2013,98.19623,99.64314,99.5471,0.09604000000000212,99.12882333333334,99.59512000000001,0.06477965643649775
Europe And Central Asia (Wb),2014,98.23871,99.66125,99.57678,0.08446999999999605,99.15891333333333,99.61901499999999,0.043260316612969696
Europe And Central Asia (Wb),2015,98.28185,99.66372,99.6026,0.061120000000002506,99.18272333333334,99.63316,0.04391344308165568
Europe And Central Asia (Wb),2016,98.33891,99.67653,99.6327,0.043829999999999814,99.21604666666667,99.654615,0.0580575151973628
Europe And Central Asia (Wb),2017,98.41798,99.68803,99.67333,0.01469999999999061,99.25977999999999,99.68068,0.08040560953950227
Europe And Central Asia (Wb),2018,98.50179,99.73709,99.71808,0.01900999999999442,99.31898666666666,99.727585,0.08515720399870919
Europe And Central Asia (Wb),2019,98.56401,99.74954,99.74016,0.00937999999999306,99.35123666666668,99.74485,0.06316636479397619
Europe And Central Asia (Wb),2020,98.60383,99.73968,99.75049,-0.010809999999992215,99.36466666666666,99.745085,0.04040014199910846
Europe And Central Asia (Wb),2021,98.64628,99.75074,99.75854,-0.007800000000003138,99.38518666666666,99.75464,0.043051066069144106
Europe And Central Asia (Wb),2022,98.66442,99.75511,99.76337,-0.008259999999992829,99.3943,99.75924,0.01838893468664171
Europe And Central Asia (Wb),2023,98.68871,99.75977,99.76482,-0.005049999999997112,99.40443333333333,99.762295,0.024618803820053436
Europe And Northern America (Sdg),2002,77.66798988494247,99.47237,99.50273,-0.03036000000000172,92.21436329498083,99.48755,0.0
Europe And Northern America (Sdg),2003,97.8978,99.48047,99.5103,-0.02983000000000402,98.96285666666665,99.495385,26.046522055001063
Europe And Northern America (Sdg),2004,97.95613,99.4866,99.51708,-0.030480000000011387,98.98660333333333,99.50184,0.05958254424511811
Europe And Northern America (Sdg),2005,98.00925,99.49365,99.51734,-0.023690000000001987,99.00674666666667,99.505495,0.054228357122720894
Europe And Northern America (Sdg),2006,98.077,99.50642,99.51924,-0.012819999999990728,99.03422,99.51283000000001,0.06912612840115351
Europe And Northern America (Sdg),2007,98.34653499999999,99.5034,99.52847,-0.02506999999999948,99.12613499999999,99.515935,0.2748197844550715
Europe And Northern America (Sdg),2018,98.61607,99.66694,99.63965,0.027289999999993597,99.30755333333333,99.653295,0.2740665952287946
Europe And Northern America (Sdg),2019,98.64308,99.67549,99.64386,0.03162999999999272,99.32081,99.659675,0.02738904521342178
Europe And Northern America (Sdg),2020,98.66912,99.66568,99.64667,0.01900999999999442,99.32715666666667,99.65617499999999,0.026398202489219535
Europe And Northern America (Sdg),2021,98.69566,99.67509,99.64984,0.025249999999999773,99.34019666666666,99.662465,0.026897979834017427
Europe And Northern America (Sdg),2022,98.70273,99.67989,99.65033,0.029560000000003583,99.34431666666667,99.66511,0.007163435555312958
Fiji,2021,77.66798988494247,96.11,99.41343,-3.303430000000006,91.06380662831417,97.76171500000001,0.0
French Guiana,1982,83.0,89.5865878021978,84.05225209790208,5.534335704295714,85.54627996669997,86.81941995004993,0.0
Gabon,1993,72.0,94.0,92.0,2.0,86.0,93.0,0.0
Gabon,2012,80.42917,94.88,93.77,1.1099999999999994,89.69305666666666,94.32499999999999,11.707180555555553
Gabon,2021,88.85834,94.95532,93.04062,1.9146999999999963,92.28476,93.99797000000001,10.480239942796876
Gambia,2000,37.0,64.0,41.0,23.0,47.333333333333336,52.5,0.0
Gambia,2006,41.666666666666664,94.4,48.15,46.25000000000001,61.40555555555556,71.275,12.612612612612617
Gambia,2013,46.333333333333336,78.39,65.85,12.540000000000006,63.52444444444444,72.12,11.20000000000001
Gambia,2015,51.0,71.0,64.0,7.0,62.0,67.5,10.07194244604317
Gambia,2018,53.1602,74.97817,67.01137,7.966800000000006,65.04991333333334,70.99477,4.235686274509809
Gambia,2021,51.6374,72.01779,62.55218,9.465610000000005,62.06912333333333,67.284985,-2.864549042328668
Georgia,2002,100.0,100.0,100.0,0.0,100.0,100.0,0.0
Georgia,2005,100.0,94.4,99.9,-5.5,98.10000000000001,97.15,0.0
Georgia,2014,100.0,100.0,100.0,0.0,100.0,100.0,0.0
Georgia,2017,99.0,100.0,99.0,1.0,99.33333333333333,99.5,-1.0000000000000009
Georgia,2018,99.65366,99.9046,99.94143,-0.03682999999999481,99.83323,99.92301499999999,0.6602626262626199
Georgia,2022,100.0,100.0,100.0,0.0,100.0,100.0,0.3475436827909739
Georgia,2023,99.55547,98.88482,99.8423,-0.9574799999999897,99.42753,99.36356,-0.44452999999999854
Ghana,2000,58.0,76.0,65.0,11.0,66.33333333333333,70.5,0.0
Ghana,2003,62.333333333333336,84.77,73.05,11.719999999999999,73.38444444444444,78.91,7.471264367816088
Ghana,2006,66.66666666666667,94.4,76.92,17.480000000000004,79.3288888888889,85.66,6.951871657754016
Ghana,2010,71.0,88.0,83.0,5.0,80.66666666666667,85.5,6.499999999999995
Ghana,2011,68.83079666666667,94.4,84.6,9.800000000000011,82.61026555555556,89.5,-3.0552159624413044
Ghana,2014,66.66159333333333,91.17,83.65,7.519999999999996,80.49386444444444,87.41,-3.1515011279592553
Ghana,2017,64.49239,89.77029,85.2477,4.522590000000008,79.83679333333333,87.508995,-3.254052633405391
Ghana,2021,76.48568,91.73803,91.30476,0.43326999999999316,86.50948999999999,91.521395,18.59644215387273
Greece,1981,91.0,99.0,99.0,0.0,96.33333333333333,99.0,0.0
Greece,1991,93.0,99.0,99.0,0.0,97.0,99.0,2.19780219780219
Greece,2001,96.0,99.0,99.0,0.0,98.0,99.0,3.2258064516129004
Greece,2009,94.0,100.0,99.0,1.0,97.66666666666667,99.5,-2.083333333333337
Grenada,1970,98.0,99.0,99.0,0.0,98.66666666666667,99.0,0.0
Guadeloupe,1982,90.0,98.0,99.0,-1.0,95.66666666666667,98.5,0.0
Guam,1980,96.0,95.0,96.0,-1.0,95.66666666666667,95.5,0.0
Guam,1990,99.0,100.0,100.0,0.0,99.66666666666667,100.0,3.125
Guatemala,1994,64.0,82.0,71.0,11.0,72.33333333333333,76.5,0.0
Guatemala,2000,66.5,87.7,76.3,11.400000000000006,76.83333333333333,82.0,3.90625
Guatemala,2002,69.0,86.0,78.0,8.0,77.66666666666667,82.0,3.759398496240607
Guatemala,2006,73.5,91.4,84.8,6.6000000000000085,83.23333333333333,88.1,6.521739130434789
Guatemala,2012,78.0,95.0,92.0,3.0,88.33333333333333,93.5,6.1224489795918435
Guatemala,2013,77.0,94.0,90.0,4.0,87.0,92.0,-1.2820512820512775
Guatemala,2014,81.0,94.9,91.9,3.0,89.26666666666667,93.4,5.1948051948051965
Guatemala,2015,80.19509,96.67467,93.61574,3.0589300000000037,90.16183333333333,95.145205,-0.9937160493827202
Guatemala,2018,81.0,95.0,94.0,1.0,90.0,94.5,1.0036898767742608
Guatemala,2022,83.03117,95.85535,94.21057,1.6447799999999972,91.03236333333335,95.03296,2.507617283950614
Guatemala,2023,83.03117,97.3,96.7,0.5999999999999943,92.34372333333333,97.0,0.0
Guinea,1996,21.0,44.0,13.0,31.0,26.0,28.5,0.0
Guinea,2003,30.0,59.0,34.0,25.0,41.0,46.5,42.85714285714286
Guinea,2005,27.5,64.19,24.12,40.06999999999999,38.60333333333333,44.155,-8.333333333333337
Guinea,2010,25.0,38.0,22.0,16.0,28.333333333333332,30.0,-9.090909090909093
Guinea,2012,28.5,71.69,37.24,34.449999999999996,45.81,54.465,13.99999999999999
Guinea,2014,32.0,57.0,37.0,20.0,42.0,47.0,12.280701754385959
Guinea,2016,36.0,94.4,46.62764,47.772360000000006,59.00921333333334,70.51382000000001,12.5
Guinea,2018,40.0,70.0,43.0,27.0,51.0,56.5,11.111111111111116
Guinea-Bissau,1979,20.0,60.0,18.0,42.0,32.666666666666664,39.0,0.0
Guinea-Bissau,2000,41.0,75.0,46.0,29.0,54.0,60.5,104.99999999999999
Guinea-Bissau,2006,45.62744,94.4,35.78,58.620000000000005,58.60248000000001,65.09,11.286439024390237
Guinea-Bissau,2014,50.25488,94.4,100.0,-5.599999999999994,81.55162666666666,97.2,10.141791869103333
Guinea-Bissau,2019,54.88232,81.83359,68.58931,13.244280000000003,68.43507333333334,75.21145,9.207941596915559
Guinea-Bissau,2022,63.93413,86.19711,78.26567,7.931439999999995,76.13230333333333,82.23139,16.49312565503791
Guyana,2006,77.66798988494247,94.4,100.0,-5.599999999999994,90.68932996164749,97.2,0.0
Guyana,2009,77.66798988494247,95.71,95.91,-0.20000000000000284,89.76266329498083,95.81,0.0
Guyana,2014,77.66798988494247,94.4,100.0,-5.599999999999994,90.68932996164749,97.2,0.0
Guyana,2020,85.63835,99.26508,99.02955,0.23552999999999713,94.64432666666669,99.14731499999999,10.262091405822193
Haiti,1982,35.0,51.0,51.0,0.0,45.666666666666664,51.0,0.0
Haiti,2003,59.0,83.0,81.0,2.0,74.33333333333333,82.0,68.57142857142857
Haiti,2012,63.50493,86.55,84.3,2.25,78.11831000000001,85.425,7.635474576271184
Haiti,2017,68.00986,88.38471,89.32992,-0.945210000000003,81.90816333333333,88.857315,7.093827203651748
High-Income Countries,2004,77.66798988494247,98.8447,98.70911,0.13559000000000765,91.74059996164749,98.776905,0.0
High-Income Countries,2005,77.66798988494247,98.89156,98.75847,0.1330899999999957,91.77267329498083,98.82501500000001,0.0
High-Income Countries,2020,77.66798988494247,99.22166,99.28018,-0.05852000000000146,92.0566099616475,99.25092000000001,0.0
High-Income Countries,2021,77.66798988494247,99.27138,99.30231,-0.030930000000012114,92.0805599616475,99.286845,0.0
Honduras,2001,80.0,89.7,92.7,-3.0,87.46666666666665,91.2,0.0
Honduras,2004,81.33333333333333,90.2,91.5,-1.2999999999999972,87.67777777777776,90.85,1.6666666666666607
Honduras,2005,82.66666666666667,89.9,93.6,-3.6999999999999886,88.72222222222221,91.75,1.6393442622950838
Honduras,2007,84.0,93.0,95.0,-2.0,90.66666666666667,94.0,1.6129032258064502
Honduras,2009,84.5,92.6,95.2,-2.6000000000000085,90.76666666666667,93.9,0.5952380952380931
Honduras,2010,85.0,94.4,95.9,-1.5,91.76666666666667,95.15,0.591715976331364
Honduras,2011,85.0,94.9,96.9,-2.0,92.26666666666667,95.9,0.0
Honduras,2012,85.0,94.0,96.0,-2.0,91.66666666666667,95.0,0.0
Honduras,2013,85.0,93.9,96.3,-2.3999999999999915,91.73333333333333,95.1,0.0
Honduras,2014,87.0,95.0,96.3,-1.2999999999999972,92.76666666666667,95.65,2.35294117647058
Honduras,2015,88.0,95.0,97.0,-2.0,93.33333333333333,96.0,1.1494252873563315
Honduras,2016,89.0,94.9,97.2,-2.299999999999997,93.7,96.05000000000001,1.1363636363636465
Honduras,2018,87.0,94.9,98.2,-3.299999999999997,93.36666666666667,96.55000000000001,-2.2471910112359605
Honduras,2019,89.0,94.8,97.3,-2.5,93.7,96.05,2.298850574712641
Honduras,2023,89.0,94.6,96.5,-1.9000000000000057,93.36666666666667,95.55,0.0
Hungary,1980,99.0,99.0,99.0,0.0,99.0,99.0,0.0
India,1981,41.0,66.0,40.0,26.0,49.0,53.0,0.0
India,1991,48.0,74.0,49.0,25.0,57.0,61.5,17.07317073170731
India,2001,61.0,84.0,68.0,16.0,71.0,76.0,27.083333333333325
India,2006,63.0,88.0,74.0,14.0,75.0,81.0,3.2786885245901676
India,2011,69.0,90.0,82.0,8.0,80.33333333333333,86.0,9.523809523809534
India,2016,71.33333333333333,93.55494,86.73757,6.817369999999997,83.87528111111111,90.146255,3.3816425120772875
India,2020,73.66666666666667,99.07,90.95,8.11999999999999,87.89555555555556,95.00999999999999,3.2710280373831946
India,2022,76.0,97.0,96.0,1.0,89.66666666666667,96.5,3.1674208144796268
India,2023,82.0,98.0,96.0,2.0,92.0,97.0,7.8947368421052655
Indonesia,1980,67.0,90.0,82.0,8.0,79.66666666666667,86.0,0.0
Indonesia,1990,82.0,97.0,95.0,2.0,91.33333333333333,96.0,22.388059701492537
Indonesia,2004,90.0,99.0,99.0,0.0,96.0,99.0,9.756097560975618
Indonesia,2006,92.0,97.0,96.0,1.0,95.0,96.5,2.2222222222222143
Indonesia,2008,92.0,100.0,99.0,1.0,97.0,99.5,0.0
Indonesia,2009,93.0,100.0,99.0,1.0,97.33333333333333,99.5,1.0869565217391353
Indonesia,2011,93.0,99.0,99.0,0.0,97.0,99.0,0.0
Indonesia,2014,95.0,100.0,100.0,0.0,98.33333333333333,100.0,2.1505376344086002
Indonesia,2015,95.0,100.0,100.0,0.0,98.33333333333333,100.0,0.0
Indonesia,2016,95.0,100.0,100.0,0.0,98.33333333333333,100.0,0.0
Indonesia,2017,95.5,99.93,99.29,0.6400000000000006,98.24000000000001,99.61000000000001,0.5263157894736858
Indonesia,2018,96.0,100.0,100.0,0.0,98.66666666666667,100.0,0.5235602094240788
Indonesia,2020,96.0,100.0,100.0,0.0,98.66666666666667,100.0,0.0
Indonesia,2022,96.0,92.91,94.72,-1.8100000000000023,94.54333333333334,93.815,0.0
Iran,1976,37.0,71.0,42.0,29.0,50.0,56.5,0.0
Iran,1986,52.0,85.0,66.0,19.0,67.66666666666667,75.5,40.54054054054055
Iran,1991,66.0,92.0,81.0,11.0,79.66666666666667,86.5,26.923076923076916
Iran,1996,73.0,96.0,91.0,5.0,86.66666666666667,93.5,10.606060606060597
Iran,2002,77.0,89.5865878021978,84.05225209790208,5.534335704295714,83.54627996669997,86.81941995004993,5.47945205479452
Iran,2005,82.0,98.0,97.0,1.0,92.33333333333333,97.5,6.493506493506485
Iran,2006,82.0,97.0,96.0,1.0,91.66666666666667,96.5,0.0
Iran,2008,83.0,98.0,97.0,1.0,92.66666666666667,97.5,1.2195121951219523
Iran,2012,84.0,98.0,98.0,0.0,93.33333333333333,98.0,1.2048192771084265
Iran,2013,85.0,98.0,97.0,1.0,93.33333333333333,97.5,1.1904761904761862
Iran,2014,85.0,98.0,98.0,0.0,93.66666666666667,98.0,0.0
Iran,2016,86.0,98.0,98.0,0.0,94.0,98.0,1.17647058823529
Iraq,2000,74.0,89.0,80.0,9.0,81.0,84.5,0.0
Iraq,2006,75.0,94.4,72.85,21.55000000000001,80.75,83.625,1.3513513513513598
Iraq,2011,76.0,94.4,71.93,22.47,80.77666666666667,83.165,1.333333333333342
Iraq,2012,77.0,87.0,79.0,8.0,81.0,83.0,1.3157894736842035
Iraq,2014,82.0,92.0,86.0,6.0,86.66666666666667,89.0,6.493506493506485
Iraq,2016,83.0,93.0,88.0,5.0,88.0,90.5,1.2195121951219523
Iraq,2017,86.0,95.0,92.0,3.0,91.0,93.5,3.6144578313253017
Iraq,2018,86.0,94.4,87.38115,7.0188500000000005,89.26038333333334,90.89057500000001,0.0
Israel,1983,92.0,99.0,98.0,1.0,96.33333333333333,98.5,0.0
Italy,1981,96.0,100.0,100.0,0.0,98.66666666666667,100.0,0.0
Italy,2001,98.0,100.0,100.0,0.0,99.33333333333333,100.0,2.083333333333326
Italy,2011,99.0,100.0,100.0,0.0,99.66666666666667,100.0,1.0204081632652962
Italy,2019,99.0,100.0,100.0,0.0,99.66666666666667,100.0,0.0
Jamaica,1999,80.0,87.0,96.0,-9.0,87.66666666666667,91.5,0.0
Jamaica,2005,80.0,94.4,99.77,-5.36999999999999,91.39,97.08500000000001,0.0
Jamaica,2011,80.0,94.4,99.72,-5.319999999999993,91.37333333333333,97.06,0.0
Jamaica,2022,80.0,88.23,99.29619,-11.066189999999992,89.17539666666669,93.76309499999999,0.0
Jordan,1979,67.0,96.0,85.0,11.0,82.66666666666667,90.5,0.0
Jordan,2003,90.0,99.0,99.0,0.0,96.0,99.0,34.32835820895524
Jordan,2005,91.0,99.0,99.0,0.0,96.33333333333333,99.0,1.1111111111111072
Jordan,2007,92.0,99.0,99.0,0.0,96.66666666666667,99.0,1.098901098901095
Jordan,2010,93.0,99.0,99.0,0.0,97.0,99.0,1.0869565217391353
Jordan,2011,96.0,99.0,99.0,0.0,98.0,99.0,3.2258064516129004
Jordan,2012,98.0,99.0,99.0,0.0,98.66666666666667,99.0,2.083333333333326
Jordan,2018,95.43145,97.42178,95.90284,1.5189400000000006,96.25202333333334,96.66230999999999,-2.620969387755101
Jordan,2023,95.0,99.0,99.0,0.0,97.66666666666667,99.0,-0.4521046258859074
Kazakhstan,1989,98.0,100.0,99.0,1.0,99.0,99.5,0.0
Kazakhstan,1999,100.0,100.0,100.0,0.0,100.0,100.0,2.0408163265306145
Kazakhstan,2006,100.0,94.4,100.0,-5.599999999999994,98.13333333333333,97.2,0.0
Kazakhstan,2009,100.0,100.0,100.0,0.0,100.0,100.0,0.0
Kazakhstan,2015,100.0,94.4,100.0,-5.599999999999994,98.13333333333333,97.2,0.0
Kenya,2000,82.0,93.0,92.0,1.0,89.0,92.5,0.0
Kenya,2014,82.0,94.02,92.31,1.7099999999999937,89.44333333333333,93.16499999999999,0.0
Kenya,2022,82.0,96.14752,95.28072,0.8667999999999978,91.14274666666665,95.71412000000001,0.0
Kiribati,2018,97.95971,95.83073,98.50159,-2.6708599999999905,97.43067666666666,97.16615999999999,0.0
Kuwait,1975,60.0,78.0,66.0,12.0,68.0,72.0,0.0
Kuwait,1980,68.0,81.0,76.0,5.0,75.0,78.5,13.33333333333333
Kuwait,1985,74.0,91.0,84.0,7.0,83.0,87.5,8.823529411764696
Kuwait,1995,78.0,94.0,90.0,4.0,87.33333333333333,92.0,5.405405405405395
Kuwait,2005,93.0,100.0,100.0,0.0,97.66666666666667,100.0,19.23076923076923
Kuwait,2006,93.0,99.0,98.0,1.0,96.66666666666667,98.5,0.0
Kuwait,2007,94.0,98.0,99.0,-1.0,97.0,98.5,1.0752688172043001
Kuwait,2008,94.0,99.0,99.0,0.0,97.33333333333333,99.0,0.0
Kuwait,2010,94.0,99.0,99.0,0.0,97.33333333333333,99.0,0.0
Kuwait,2012,96.0,99.0,99.0,0.0,98.0,99.0,2.127659574468077
Kuwait,2013,96.0,99.0,99.0,0.0,98.0,99.0,0.0
Kuwait,2015,96.0,99.0,99.0,0.0,98.0,99.0,0.0
Kuwait,2017,96.0,99.0,99.0,0.0,98.0,99.0,0.0
Kuwait,2018,96.0,99.0,100.0,-1.0,98.33333333333333,99.5,0.0
Kuwait,2020,96.0,99.0,100.0,-1.0,98.33333333333333,99.5,0.0
Kyrgyzstan,1999,99.0,100.0,100.0,0.0,99.66666666666667,100.0,0.0
Kyrgyzstan,2009,99.0,100.0,100.0,0.0,99.66666666666667,100.0,0.0
Kyrgyzstan,2014,99.0,94.4,99.79,-5.390000000000001,97.73,97.095,0.0
Laos,1995,60.0,79.0,64.0,15.0,67.66666666666667,71.5,0.0
Laos,2000,70.0,88.0,74.0,14.0,77.33333333333333,81.0,16.666666666666675
Laos,2001,69.0,83.0,75.0,8.0,75.66666666666667,79.0,-1.4285714285714235
Laos,2005,73.0,89.0,79.0,10.0,80.33333333333333,84.0,5.797101449275366
Laos,2006,79.0,94.4,67.08,27.320000000000007,80.16000000000001,80.74000000000001,8.219178082191792
Laos,2015,85.0,94.0,91.0,3.0,90.0,92.5,7.594936708860756
Laos,2017,85.0,91.20028,84.4665,6.73378000000001,86.88892666666668,87.83339000000001,0.0
Latin America And Caribbean (Wb),1974,78.71795,88.63645,86.80742,1.829030000000003,84.72060666666665,87.721935,0.0
Latin America And Caribbean (Wb),1975,78.73743,88.6294,86.82453,1.8048700000000082,84.73045333333333,87.726965,0.02474657940152447
Latin America And Caribbean (Wb),1976,79.0867,88.74199,87.22708,1.5149100000000004,85.01859,87.984535,0.44358826545392027
Latin America And Caribbean (Wb),1977,79.48948,88.82863,87.67547,1.1531599999999997,85.33119333333333,88.25205,0.5092891725157367
