entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Rwanda,RWA,2000,65.0,,8213936.0,Africa
Rwanda,RWA,2012,68.0,,10829904.0,Africa
Rwanda,RWA,2014,71.0,,11364758.0,Africa
Rwanda,RWA,2015,,4.62,11640026.0,Africa
Rwanda,RWA,2018,73.0,,12488000.0,Africa
Rwanda,RWA,2020,80.05086,5.24,13065838.0,Africa
Rwanda,RWA,2022,79.0,,13651025.0,Africa
Saint Helena,SHN,1950,98.5,,5249.0,Africa
Saint Helena,SHN,1998,97.0,,6184.0,Africa
Saint Pierre and Miquelon,SPM,1950,92.5,,4507.0,North America
Saint Pierre and Miquelon,SPM,1982,99.0,,6163.0,North America
Saint Vincent and the Grenadines,VCT,1970,96.0,,95977.0,North America
Samoa,WSM,1950,87.5,,88299.0,Oceania
Samoa,WSM,1991,98.0,,169378.0,Oceania
Samoa,WSM,2011,99.0,,194726.0,Oceania
Samoa,WSM,2016,99.0,,203509.0,Oceania
Samoa,WSM,2019,97.99026,,209794.0,Oceania
San Marino,SMR,1950,87.5,,12970.0,Europe
San Marino,SMR,2022,100.0,,34113.0,Europe
Sao Tome and Principe,STP,1950,17.5,,60895.0,Africa
Sao Tome and Principe,STP,1981,57.0,,100629.0,Africa
Sao Tome and Principe,STP,1991,73.0,,125711.0,Africa
Sao Tome and Principe,STP,2001,85.0,,146386.0,Africa
Sao Tome and Principe,STP,2012,90.0,,189452.0,Africa
Sao Tome and Principe,STP,2019,87.43846,,213405.0,Africa
Saudi Arabia,SAU,1950,3.0,,1703280.0,Asia
Saudi Arabia,SAU,1992,71.0,,11686682.0,Asia
Saudi Arabia,SAU,2000,79.0,,16177733.0,Asia
Saudi Arabia,SAU,2004,83.0,,19669486.0,Asia
Saudi Arabia,SAU,2013,94.0,,28026825.0,Asia
Saudi Arabia,SAU,2015,,9.34,29974944.0,Asia
Saudi Arabia,SAU,2017,95.0,,30782400.0,Asia
Saudi Arabia,SAU,2020,98.0,9.86,30991206.0,Asia
Senegal,SEN,1870,,0.01,1065648.0,Africa
Senegal,SEN,1875,,0.01,1121620.0,Africa
Senegal,SEN,1880,,0.01,1181172.0,Africa
Senegal,SEN,1885,,0.01,1234559.0,Africa
Senegal,SEN,1890,,0.01,1287292.0,Africa
Senegal,SEN,1895,,0.01,1332194.0,Africa
Senegal,SEN,1900,,0.02,1377037.0,Africa
Senegal,SEN,1905,,0.02,1423386.0,Africa
Senegal,SEN,1910,,0.02,1470404.0,Africa
Senegal,SEN,1915,,0.03,1513246.0,Africa
Senegal,SEN,1920,,0.29,1566552.0,Africa
Senegal,SEN,1925,,0.53,1678806.0,Africa
Senegal,SEN,1930,,0.7,1807456.0,Africa
Senegal,SEN,1935,,1.14,1938690.0,Africa
Senegal,SEN,1940,,1.29,2083292.0,Africa
Senegal,SEN,1945,,1.44,2272434.0,Africa
Senegal,SEN,1950,3.0,1.87,2555376.0,Africa
Senegal,SEN,1955,,1.95,2908512.0,Africa
Senegal,SEN,1960,,2.07,3340900.0,Africa
Senegal,SEN,1965,,2.11,3849793.0,Africa
Senegal,SEN,1970,,2.3,4466330.0,Africa
Senegal,SEN,1975,,2.49,5170812.0,Africa
Senegal,SEN,1980,,2.52,5845640.0,Africa
Senegal,SEN,1985,,2.45,6683296.0,Africa
Senegal,SEN,1988,27.0,,7289622.0,Africa
Senegal,SEN,1990,,2.37,7720524.0,Africa
Senegal,SEN,1995,,2.26,8848112.0,Africa
Senegal,SEN,2000,,1.98,9968262.0,Africa
Senegal,SEN,2002,39.0,,10466216.0,Africa
Senegal,SEN,2005,,1.67,11235473.0,Africa
Senegal,SEN,2006,42.0,,11500094.0,Africa
Senegal,SEN,2009,48.0,,12337390.0,Africa
Senegal,SEN,2010,,3.11,12635418.0,Africa
Senegal,SEN,2011,52.0,,12958902.0,Africa
Senegal,SEN,2013,44.0,,13710857.0,Africa
Senegal,SEN,2015,43.59273,3.73,14593335.0,Africa
Senegal,SEN,2016,46.09964,,15034517.0,Africa
Senegal,SEN,2017,52.0,,15475001.0,Africa
Senegal,SEN,2018,46.60591,,15914495.0,Africa
Senegal,SEN,2019,46.83367,,16352926.0,Africa
Senegal,SEN,2020,,4.4,16789217.0,Africa
Senegal,SEN,2023,50.35582,,18077573.0,Africa
Serbia,SRB,1870,,0.09,1884075.0,Europe
Serbia,SRB,1875,,0.1,1851085.0,Europe
Serbia,SRB,1880,,0.14,1834900.0,Europe
Serbia,SRB,1885,,0.2,1924367.0,Europe
Serbia,SRB,1890,,0.29,2037713.0,Europe
Serbia,SRB,1895,,0.41,2169715.0,Europe
Serbia,SRB,1900,,0.75,2313842.0,Europe
Serbia,SRB,1905,,1.06,2478760.0,Europe
Serbia,SRB,1910,,1.38,2665974.0,Europe
Serbia,SRB,1915,,2.0,2926332.0,Europe
Serbia,SRB,1920,,2.34,3237697.0,Europe
Serbia,SRB,1925,,2.79,3593807.0,Europe
Serbia,SRB,1930,,3.22,3989085.0,Europe
Serbia,SRB,1935,,3.71,4427838.0,Europe
Serbia,SRB,1940,,4.21,4914850.0,Europe
Serbia,SRB,1945,,4.47,5455427.0,Europe
Serbia,SRB,1950,,4.59,6009201.0,Europe
Serbia,SRB,1955,,4.99,6346329.0,Europe
Serbia,SRB,1960,,5.14,6702964.0,Europe
Serbia,SRB,1965,,5.45,7031142.0,Europe
Serbia,SRB,1970,,6.09,7324426.0,Europe
Serbia,SRB,1975,,6.81,7572433.0,Europe
Serbia,SRB,1980,,7.42,7796286.0,Europe
Serbia,SRB,1985,,7.92,7881551.0,Europe
Serbia,SRB,1990,,8.15,7874595.0,Europe
Serbia,SRB,1995,,8.88,7823281.0,Europe
Serbia,SRB,2000,,9.52,7694608.0,Europe
Serbia,SRB,2003,96.0,,7590946.0,Europe
Serbia,SRB,2005,,10.6,7539139.0,Europe
Serbia,SRB,2010,,11.52,7395872.0,Europe
Serbia,SRB,2011,98.0,,7364858.0,Europe
Serbia,SRB,2015,,11.49,7177257.0,Europe
Serbia,SRB,2016,99.0,,7126083.0,Europe
Serbia,SRB,2019,99.0,,6966155.0,Europe
Serbia,SRB,2020,,11.72,6907814.0,Europe
Seychelles,SYC,1950,37.5,,38306.0,Africa
Seychelles,SYC,1987,84.0,,71358.0,Africa
Seychelles,SYC,1994,88.0,,77279.0,Africa
Seychelles,SYC,2002,92.0,,85878.0,Africa
Seychelles,SYC,2010,94.0,,94993.0,Africa
Sierra Leone,SLE,1870,,0.02,877540.0,Africa
Sierra Leone,SLE,1875,,0.03,910217.0,Africa
Sierra Leone,SLE,1880,,0.03,944663.0,Africa
Sierra Leone,SLE,1885,,0.04,980408.0,Africa
Sierra Leone,SLE,1890,,0.05,1017500.0,Africa
Sierra Leone,SLE,1895,,0.06,1055989.0,Africa
Sierra Leone,SLE,1900,,0.08,1095929.0,Africa
Sierra Leone,SLE,1905,,0.1,1137375.0,Africa
Sierra Leone,SLE,1910,,0.15,1179670.0,Africa
Sierra Leone,SLE,1915,,0.18,1218922.0,Africa
Sierra Leone,SLE,1920,,0.21,1263887.0,Africa
Sierra Leone,SLE,1925,,0.22,1354453.0,Africa
Sierra Leone,SLE,1930,,0.24,1458247.0,Africa
Sierra Leone,SLE,1935,,0.26,1564126.0,Africa
Sierra Leone,SLE,1940,,0.31,1680790.0,Africa
Sierra Leone,SLE,1945,,0.36,1833389.0,Africa
Sierra Leone,SLE,1950,7.5,0.41,1999628.0,Africa
Sierra Leone,SLE,1955,,0.46,2120895.0,Africa
Sierra Leone,SLE,1960,,0.51,2268361.0,Africa
Sierra Leone,SLE,1965,,0.68,2468669.0,Africa
Sierra Leone,SLE,1970,,0.87,2712287.0,Africa
Sierra Leone,SLE,1975,,1.14,2974659.0,Africa
Sierra Leone,SLE,1980,,1.44,3272097.0,Africa
Sierra Leone,SLE,1985,,1.81,3638444.0,Africa
Sierra Leone,SLE,1990,,2.17,4196834.0,Africa
Sierra Leone,SLE,1995,,2.55,4179178.0,Africa
Sierra Leone,SLE,2000,,2.9,4423615.0,Africa
Sierra Leone,SLE,2004,35.0,,5355715.0,Africa
Sierra Leone,SLE,2005,,3.36,5501707.0,Africa
Sierra Leone,SLE,2010,,4.28,6222715.0,Africa
Sierra Leone,SLE,2015,,4.23,7037660.0,Africa
Sierra Leone,SLE,2017,44.83318,,7379300.0,Africa
Sierra Leone,SLE,2019,43.57778,,7731994.0,Africa
Sierra Leone,SLE,2020,,4.99,7912557.0,Africa
Singapore,SGP,1950,47.5,,1013318.0,Asia
Singapore,SGP,1980,83.0,,2437496.0,Asia
Singapore,SGP,1990,89.0,,3039593.0,Asia
Singapore,SGP,2000,93.0,,4035251.0,Asia
Singapore,SGP,2010,96.0,,5077020.0,Asia
Singapore,SGP,2011,96.0,,5182242.0,Asia
Singapore,SGP,2012,96.0,,5293345.0,Asia
Singapore,SGP,2013,97.0,,5385589.0,Asia
Singapore,SGP,2014,97.0,,5457899.0,Asia
Singapore,SGP,2015,97.0,12.54,5525343.0,Asia
Singapore,SGP,2016,97.0,,5577936.0,Asia
Singapore,SGP,2017,97.0,,5604087.0,Asia
Singapore,SGP,2018,97.0,,5634366.0,Asia
Singapore,SGP,2019,97.0,,5669562.0,Asia
Singapore,SGP,2020,97.0,13.06,5620151.0,Asia
Singapore,SGP,2021,98.0,,5546291.0,Asia
Slovakia,SVK,2015,,13.03,5420278.0,Europe
Slovakia,SVK,2020,,13.14,5455028.0,Europe
Slovenia,SVN,1991,100.0,,1999191.0,Europe
Slovenia,SVN,2015,,11.95,2059946.0,Europe
Slovenia,SVN,2020,,12.06,2102421.0,Europe
Solomon Islands,SLB,1950,7.5,,108650.0,Oceania
Solomon Islands,SLB,1999,77.0,,430511.0,Oceania
Somalia,SOM,2022,54.0,,17801895.0,Africa
Somaliland,OWID_SML,1950,3.0,,,
South Africa,ZAF,1870,,0.68,3728529.0,Africa
South Africa,ZAF,1875,,0.8,3934099.0,Africa
South Africa,ZAF,1880,,0.96,4150956.0,Africa
South Africa,ZAF,1885,,1.15,4379716.0,Africa
South Africa,ZAF,1890,,1.3,4621030.0,Africa
South Africa,ZAF,1895,,1.3,4875584.0,Africa
South Africa,ZAF,1900,,1.22,5163858.0,Africa
South Africa,ZAF,1905,,1.24,5600893.0,Africa
South Africa,ZAF,1910,,1.28,6093688.0,Africa
South Africa,ZAF,1915,,1.61,6606440.0,Africa
South Africa,ZAF,1920,,2.38,7168076.0,Africa
South Africa,ZAF,1925,,2.75,7928675.0,Africa
South Africa,ZAF,1930,,3.09,8793161.0,Africa
South Africa,ZAF,1935,,3.42,9721741.0,Africa
South Africa,ZAF,1940,,3.7,10736810.0,Africa
South Africa,ZAF,1945,,3.98,11814022.0,Africa
South Africa,ZAF,1950,42.5,4.2,13038501.0,Africa
South Africa,ZAF,1955,,4.4,14533371.0,Africa
South Africa,ZAF,1960,,4.47,16440175.0,Africa
South Africa,ZAF,1965,,4.55,19089382.0,Africa
South Africa,ZAF,1970,,4.7,22279990.0,Africa
South Africa,ZAF,1975,,4.9,25690943.0,Africa
South Africa,ZAF,1980,76.0,5.18,29518857.0,Africa
South Africa,ZAF,1985,,5.21,35042097.0,Africa
South Africa,ZAF,1990,,6.89,40746274.0,Africa
South Africa,ZAF,1995,,8.37,44541557.0,Africa
South Africa,ZAF,1996,82.0,,45123023.0,Africa
South Africa,ZAF,2000,,7.92,47159715.0,Africa
South Africa,ZAF,2005,,8.86,49490041.0,Africa
South Africa,ZAF,2007,89.0,,50528575.0,Africa
South Africa,ZAF,2009,93.0,,51728518.0,Africa
South Africa,ZAF,2010,93.0,9.89,52344047.0,Africa
South Africa,ZAF,2011,93.0,,52995212.0,Africa
South Africa,ZAF,2012,94.0,,53782570.0,Africa
South Africa,ZAF,2014,94.0,,55594840.0,Africa
South Africa,ZAF,2015,94.0,10.15,56723536.0,Africa
South Africa,ZAF,2016,91.73724,,57259550.0,Africa
South Africa,ZAF,2017,87.0,,57635158.0,Africa
South Africa,ZAF,2019,95.0,,59587880.0,Africa
South Africa,ZAF,2020,,10.47,60562374.0,Africa
South Africa,ZAF,2021,90.0,,61502602.0,Africa
South America,,1870,,0.18058558,23934719.0,
South America,,1875,,0.22741506,25750976.0,
South America,,1880,,0.27658266,27912182.0,
South America,,1885,,0.32335466,30698196.0,
South America,,1890,,0.3676362,33890958.0,
South America,,1895,,0.4190729,37395860.0,
South America,,1900,,0.69071114,41330741.0,
South America,,1905,,0.89044285,45692841.0,
South America,,1910,,1.122505,50545993.0,
South America,,1915,,1.356635,55745990.0,
South America,,1920,,1.6258094,61458404.0,
South America,,1925,,1.8396424,67901379.0,
South America,,1930,,2.0606284,75000544.0,
South America,,1935,,2.2786927,82200318.0,
South America,,1940,,2.46007,90256708.0,
South America,,1945,,2.641585,100916695.0,
South America,,1950,,2.84321,112973206.0,
South America,,1955,,3.058821,129351392.0,
South America,,1960,,3.3215625,148441136.0,
South America,,1965,,3.642195,169787372.0,
South America,,1970,,4.118323,191855157.0,
South America,,1975,,4.2123356,215072895.0,
South America,,1980,,4.6174974,240599668.0,
South America,,1985,,5.3961205,268127340.0,
South America,,1990,,6.052577,295639583.0,
South America,,1995,,6.7083187,322239766.0,
South America,,2000,,7.4435296,348018743.0,
South America,,2005,,8.177308,370696350.0,
South America,,2010,,8.695377,390701117.0,
South America,,2015,,8.554252,409619969.0,
South America,,2020,,8.909957,426213552.0,
South Asia (WB),,1975,36.03934,,,
South Asia (WB),,1976,36.04425,,,
South Asia (WB),,1977,36.69573,,,
South Asia (WB),,1978,37.34392,,,
South Asia (WB),,1979,37.98554,,,
South Asia (WB),,1980,38.5959,,,
South Asia (WB),,1981,39.17633,,,
South Asia (WB),,1982,39.82555,,,
South Asia (WB),,1983,40.47922,,,
South Asia (WB),,1984,41.1337,,,
South Asia (WB),,1985,41.78567,,,
South Asia (WB),,1986,42.44037,,,
South Asia (WB),,1987,43.09805,,,
South Asia (WB),,1988,43.84537,,,
South Asia (WB),,1989,44.61243,,,
South Asia (WB),,1990,45.35921,,,
South Asia (WB),,1991,46.08564,,,
South Asia (WB),,1992,47.08633,,,
South Asia (WB),,1993,48.08146,,,
South Asia (WB),,1994,48.84938,,,
South Asia (WB),,1995,49.64049,,,
South Asia (WB),,1996,50.4492,,,
South Asia (WB),,1997,51.26017,,,
South Asia (WB),,1998,56.07956,,,
South Asia (WB),,1999,56.87631,,,
South Asia (WB),,2000,57.65058,,,
South Asia (WB),,2001,58.41306,,,
South Asia (WB),,2002,59.20313,,,
South Asia (WB),,2003,60.09578,,,
South Asia (WB),,2004,60.87617,,,
South Asia (WB),,2005,60.67367,,,
South Asia (WB),,2006,60.84876,,,
South Asia (WB),,2007,61.68392,,,
South Asia (WB),,2008,62.5963,,,
South Asia (WB),,2009,63.45801,,,
South Asia (WB),,2010,66.02896,,,
South Asia (WB),,2011,66.62986,,,
South Asia (WB),,2012,66.67659,,,
South Asia (WB),,2013,67.70576,,,
South Asia (WB),,2014,68.45516,,,
South Asia (WB),,2015,69.78215,,,
South Asia (WB),,2016,71.10578,,,
South Asia (WB),,2017,71.66783,,,
South Asia (WB),,2018,72.19206,,,
South Asia (WB),,2019,71.96603,,,
South Asia (WB),,2020,72.68319,,,
South Asia (WB),,2021,73.47901,,,
South Asia (WB),,2022,74.26527,,,
South Asia (WB),,2023,75.00885,,,
South Korea,KOR,1870,,0.01,9663904.0,Asia
South Korea,KOR,1875,,0.01,9669329.0,Asia
South Korea,KOR,1880,,0.01,9671270.0,Asia
South Korea,KOR,1885,,0.01,9673164.0,Asia
South Korea,KOR,1890,,0.01,9675019.0,Asia
South Korea,KOR,1895,,0.01,9676883.0,Asia
South Korea,KOR,1900,,0.3,9687522.0,Asia
South Korea,KOR,1905,,0.6,9754112.0,Asia
South Korea,KOR,1910,,0.82,9911592.0,Asia
South Korea,KOR,1915,,1.46,10607621.0,Asia
South Korea,KOR,1920,,1.96,11464533.0,Asia
South Korea,KOR,1925,,2.37,12435630.0,Asia
South Korea,KOR,1930,,2.8,13456220.0,Asia
South Korea,KOR,1935,,3.24,14306538.0,Asia
South Korea,KOR,1940,,3.63,15330291.0,Asia
South Korea,KOR,1945,,3.96,17532227.0,Asia
South Korea,KOR,1950,37.5,4.64,19757319.0,Asia
South Korea,KOR,1955,,5.22,22125104.0,Asia
South Korea,KOR,1960,,4.46,26115388.0,Asia
South Korea,KOR,1965,,5.68,29284343.0,Asia
South Korea,KOR,1970,,6.59,32542203.0,Asia
South Korea,KOR,1975,,7.54,35875741.0,Asia
South Korea,KOR,1980,,8.61,38141109.0,Asia
South Korea,KOR,1985,,9.52,41148956.0,Asia
South Korea,KOR,1990,,10.46,44081425.0,Asia
South Korea,KOR,1995,,11.17,45368425.0,Asia
South Korea,KOR,2000,,11.8,46766660.0,Asia
South Korea,KOR,2005,,12.27,47851646.0,Asia
South Korea,KOR,2008,98.0,,48356485.0,Asia
South Korea,KOR,2010,,12.96,48769329.0,Asia
South Korea,KOR,2015,,13.33,50983909.0,Asia
South Korea,KOR,2020,,13.68,51858481.0,Asia
South Sudan,SSD,2008,27.0,,8817645.0,Africa
Spain,ESP,1475,3.0,,6500000.0,Europe
Spain,ESP,1550,4.0,,8500000.0,Europe
Spain,ESP,1650,5.0,,8000000.0,Europe
Spain,ESP,1750,8.0,,10073306.0,Europe
Spain,ESP,1870,,1.63,16205967.0,Europe
Spain,ESP,1875,,1.86,16527207.0,Europe
Spain,ESP,1880,,2.19,16871852.0,Europe
Spain,ESP,1885,,2.54,17302962.0,Europe
Spain,ESP,1890,,2.84,17749968.0,Europe
Spain,ESP,1895,,3.09,18157788.0,Europe
Spain,ESP,1900,41.3,3.27,18592411.0,Europe
Spain,ESP,1905,,3.4,19202565.0,Europe
Spain,ESP,1910,47.8,3.49,19859082.0,Europe
Spain,ESP,1915,,3.38,20535137.0,Europe
Spain,ESP,1920,56.0,3.28,21275357.0,Europe
Spain,ESP,1925,,3.2,22314065.0,Europe
Spain,ESP,1930,,3.31,23440849.0,Europe
Spain,ESP,1935,,3.31,24576871.0,Europe
Spain,ESP,1940,76.8,3.42,25747164.0,Europe
Spain,ESP,1945,,3.66,26888200.0,Europe
Spain,ESP,1950,82.5,3.83,28077048.0,Europe
Spain,ESP,1955,,4.04,29089774.0,Europe
Spain,ESP,1960,,4.42,30404938.0,Europe
Spain,ESP,1965,,4.7,32110669.0,Europe
Spain,ESP,1970,,5.33,33812720.0,Europe
Spain,ESP,1975,,6.19,35795771.0,Europe
Spain,ESP,1980,,7.24,37537560.0,Europe
Spain,ESP,1981,93.0,,37812708.0,Europe
Spain,ESP,1985,,7.24,38601315.0,Europe
Spain,ESP,1990,,7.51,39084975.0,Europe
Spain,ESP,1991,96.0,,39201750.0,Europe
Spain,ESP,1995,,8.72,40052733.0,Europe
Spain,ESP,2000,,9.65,41019772.0,Europe
Spain,ESP,2004,97.0,,43234562.0,Europe
Spain,ESP,2005,98.0,10.64,43958883.0,Europe
Spain,ESP,2006,98.0,,44695446.0,Europe
Spain,ESP,2007,98.0,,45516501.0,Europe
Spain,ESP,2008,98.0,,46235055.0,Europe
Spain,ESP,2009,98.0,,46635182.0,Europe
Spain,ESP,2010,98.0,10.75,46840469.0,Europe
Spain,ESP,2011,98.0,,46998040.0,Europe
Spain,ESP,2012,98.0,,47018323.0,Europe
Spain,ESP,2013,98.0,,46860394.0,Europe
Spain,ESP,2014,98.0,,46720187.0,Europe
Spain,ESP,2015,98.0,11.24,46683683.0,Europe
Spain,ESP,2016,98.0,,46732768.0,Europe
Spain,ESP,2018,98.0,,47092817.0,Europe
Spain,ESP,2020,99.0,11.51,47679482.0,Europe
Spain,ESP,2021,100.0,,47735670.0,Europe
Sri Lanka,LKA,1870,,0.16,2777781.0,Asia
Sri Lanka,LKA,1875,,0.18,2955263.0,Asia
Sri Lanka,LKA,1880,,0.19,3092435.0,Asia
Sri Lanka,LKA,1885,,0.23,3260992.0,Asia
Sri Lanka,LKA,1890,,0.3,3454615.0,Asia
Sri Lanka,LKA,1895,,0.38,3738296.0,Asia
Sri Lanka,LKA,1900,,0.48,4063376.0,Asia
Sri Lanka,LKA,1901,26.4,,4135627.0,Asia
Sri Lanka,LKA,1905,,0.58,4449526.0,Asia
Sri Lanka,LKA,1910,,0.87,4860106.0,Asia
Sri Lanka,LKA,1911,31.0,,4932467.0,Asia
Sri Lanka,LKA,1915,,1.17,5190518.0,Asia
Sri Lanka,LKA,1920,,1.42,5500957.0,Asia
Sri Lanka,LKA,1921,39.9,,5554509.0,Asia
Sri Lanka,LKA,1925,,2.08,5746923.0,Asia
Sri Lanka,LKA,1930,,2.42,5987713.0,Asia
Sri Lanka,LKA,1935,,2.76,6211836.0,Asia
Sri Lanka,LKA,1940,,3.05,6492745.0,Asia
Sri Lanka,LKA,1945,,3.3,7139430.0,Asia
Sri Lanka,LKA,1946,57.8,,7287633.0,Asia
Sri Lanka,LKA,1950,62.5,3.55,7811051.0,Asia
Sri Lanka,LKA,1955,,3.84,8623328.0,Asia
Sri Lanka,LKA,1960,,4.12,9661384.0,Asia
Sri Lanka,LKA,1965,,4.49,10916965.0,Asia
Sri Lanka,LKA,1970,,6.63,12287113.0,Asia
Sri Lanka,LKA,1975,,6.97,13548989.0,Asia
Sri Lanka,LKA,1980,,7.22,14847972.0,Asia
Sri Lanka,LKA,1981,87.0,,15099417.0,Asia
Sri Lanka,LKA,1985,,7.89,15544152.0,Asia
Sri Lanka,LKA,1990,,8.9,16352460.0,Asia
Sri Lanka,LKA,1995,,9.83,17564065.0,Asia
Sri Lanka,LKA,2000,,10.77,19293056.0,Asia
Sri Lanka,LKA,2001,91.0,,19600361.0,Asia
Sri Lanka,LKA,2005,,10.83,20216531.0,Asia
Sri Lanka,LKA,2006,91.0,,20352416.0,Asia
Sri Lanka,LKA,2008,91.0,,20629377.0,Asia
Sri Lanka,LKA,2010,91.0,10.67,20879092.0,Asia
Sri Lanka,LKA,2015,,10.09,21729975.0,Asia
Sri Lanka,LKA,2016,92.0,,21910763.0,Asia
Sri Lanka,LKA,2017,92.0,,22087525.0,Asia
Sri Lanka,LKA,2018,92.0,,22253116.0,Asia
Sri Lanka,LKA,2019,92.0,,22410552.0,Asia
Sri Lanka,LKA,2020,92.0,10.33,22561808.0,Asia
Sri Lanka,LKA,2021,92.0,,22700377.0,Asia
Sri Lanka,LKA,2022,92.0,,22834965.0,Asia
Sri Lanka,LKA,2023,93.0,,22971615.0,Asia
Sub-Saharan Africa (SDG),,1984,49.00235,,,
Sub-Saharan Africa (SDG),,1985,49.37137,,,
Sub-Saharan Africa (SDG),,1986,49.70577,,,
Sub-Saharan Africa (SDG),,1987,50.36095,,,
Sub-Saharan Africa (SDG),,1988,50.89607,,,
Sub-Saharan Africa (SDG),,1989,51.45966,,,
Sub-Saharan Africa (SDG),,1990,52.11274,,,
Sub-Saharan Africa (SDG),,1991,52.47592,,,
Sub-Saharan Africa (SDG),,1992,52.97165,,,
Sub-Saharan Africa (SDG),,1993,53.5766,,,
Sub-Saharan Africa (SDG),,1994,54.20362,,,
Sub-Saharan Africa (SDG),,1995,54.63169,,,
Sub-Saharan Africa (SDG),,1996,55.26828,,,
Sub-Saharan Africa (SDG),,1997,56.09558,,,
Sub-Saharan Africa (SDG),,1998,56.75086,,,
Sub-Saharan Africa (SDG),,1999,57.59484,,,
Sub-Saharan Africa (SDG),,2000,56.3906,,,
Sub-Saharan Africa (SDG),,2001,57.14965,,,
Sub-Saharan Africa (SDG),,2002,57.85295,,,
Sub-Saharan Africa (SDG),,2003,58.36514,,,
Sub-Saharan Africa (SDG),,2004,59.04088,,,
Sub-Saharan Africa (SDG),,2005,58.71344,,,
Sub-Saharan Africa (SDG),,2006,58.41726,,,
Sub-Saharan Africa (SDG),,2007,58.17579,,,
Sub-Saharan Africa (SDG),,2008,58.48229,,,
Sub-Saharan Africa (SDG),,2009,58.94138,,,
Sub-Saharan Africa (SDG),,2010,59.61513,,,
Sub-Saharan Africa (SDG),,2011,61.13006,,,
Sub-Saharan Africa (SDG),,2012,62.3788,,,
Sub-Saharan Africa (SDG),,2013,63.23391,,,
Sub-Saharan Africa (SDG),,2014,63.92325,,,
Sub-Saharan Africa (SDG),,2015,64.52015,,,
Sub-Saharan Africa (SDG),,2016,65.10612,,,
Sub-Saharan Africa (SDG),,2017,65.44503,,,
Sub-Saharan Africa (SDG),,2018,67.06734,,,
Sub-Saharan Africa (SDG),,2019,67.71821,,,
Sub-Saharan Africa (SDG),,2020,67.9072,,,
Sub-Saharan Africa (SDG),,2021,67.89861,,,
Sub-Saharan Africa (SDG),,2022,68.2313,,,
Sub-Saharan Africa (SDG),,2023,68.5022,,,
Sub-Saharan Africa (WB),,1985,49.67415,,,
Sub-Saharan Africa (WB),,1986,49.99505,,,
Sub-Saharan Africa (WB),,1987,50.62446,,,
Sub-Saharan Africa (WB),,1988,51.13833,,,
Sub-Saharan Africa (WB),,1989,51.67959,,,
Sub-Saharan Africa (WB),,1990,52.30686,,,
Sub-Saharan Africa (WB),,1991,52.65164,,,
Sub-Saharan Africa (WB),,1992,53.12544,,,
Sub-Saharan Africa (WB),,1993,53.7068,,,
Sub-Saharan Africa (WB),,1994,54.30921,,,
Sub-Saharan Africa (WB),,1995,54.72155,,,
Sub-Saharan Africa (WB),,1996,55.37812,,,
Sub-Saharan Africa (WB),,1997,56.21824,,,
Sub-Saharan Africa (WB),,1998,56.89161,,,
Sub-Saharan Africa (WB),,1999,57.74526,,,
Sub-Saharan Africa (WB),,2000,56.62755,,,
Sub-Saharan Africa (WB),,2001,57.40014,,,
Sub-Saharan Africa (WB),,2002,58.11591,,,
Sub-Saharan Africa (WB),,2003,58.6459,,,
Sub-Saharan Africa (WB),,2004,59.33332,,,
Sub-Saharan Africa (WB),,2005,59.05679,,,
Sub-Saharan Africa (WB),,2006,58.16811,,,
Sub-Saharan Africa (WB),,2007,57.96338,,,
Sub-Saharan Africa (WB),,2008,58.28565,,,
Sub-Saharan Africa (WB),,2009,58.75711,,,
Sub-Saharan Africa (WB),,2010,59.43254,,,
Sub-Saharan Africa (WB),,2011,60.91714,,,
Sub-Saharan Africa (WB),,2012,62.14601,,,
Sub-Saharan Africa (WB),,2013,62.99641,,,
Sub-Saharan Africa (WB),,2014,63.68724,,,
Sub-Saharan Africa (WB),,2015,64.28751,,,
Sub-Saharan Africa (WB),,2016,64.87826,,,
Sub-Saharan Africa (WB),,2017,65.2303,,,
Sub-Saharan Africa (WB),,2018,66.81657,,,
Sub-Saharan Africa (WB),,2019,67.44165,,,
Sub-Saharan Africa (WB),,2020,67.62379,,,
Sub-Saharan Africa (WB),,2021,67.61568,,,
Sub-Saharan Africa (WB),,2022,67.93573,,,
Sub-Saharan Africa (WB),,2023,68.19624,,,
Sudan,SDN,1870,,0.01,4882759.0,Africa
Sudan,SDN,1875,,0.01,4929581.0,Africa
Sudan,SDN,1880,,0.01,4977386.0,Africa
Sudan,SDN,1885,,0.01,5024850.0,Africa
Sudan,SDN,1890,,0.01,5071932.0,Africa
Sudan,SDN,1895,,0.01,5118592.0,Africa
Sudan,SDN,1900,,0.02,5164788.0,Africa
Sudan,SDN,1905,,0.02,5210473.0,Africa
Sudan,SDN,1910,,0.03,5255604.0,Africa
Sudan,SDN,1915,,0.15,5299641.0,Africa
Sudan,SDN,1920,,0.16,5388664.0,Africa
Sudan,SDN,1925,,0.18,5509789.0,Africa
Sudan,SDN,1930,,0.22,5633637.0,Africa
Sudan,SDN,1935,,0.24,5760270.0,Africa
Sudan,SDN,1940,,0.27,5889749.0,Africa
Sudan,SDN,1945,,0.29,6022138.0,Africa
Sudan,SDN,1950,7.5,0.35,6189915.0,Africa
Sudan,SDN,1955,,0.43,7181691.0,Africa
